order_id,order_date,customer_id,store_id,payment_method,order_status
O022047,2024-05-05,C03245,S031,Bank Transfer,Completed
O022048,2025-10-03,C02661,S031,E-Wallet,Completed
O022049,2025-01-30,C04458,S003,Debit Card,Completed
O022050,2024-10-04,C03608,S031,E-Wallet,Completed
O022051,2024-06-08,C04598,S031,Credit Card,Cancelled
O022052,2024-10-09,C01686,S030,Debit Card,Completed
O022053,2025-10-16,C02505,S012,E-Wallet,Completed
O022054,2024-07-15,C03904,S031,Credit Card,Completed
O022055,2024-12-28,C01014,S004,Bank Transfer,Completed
O022056,2024-10-16,C02428,S006,Cash,Completed
O022057,2024-08-27,C03424,S021,Debit Card,Completed
O022058,2024-11-23,C03093,S031,Bank Transfer,Completed
O022059,2025-12-06,C01878,S031,Bank Transfer,Completed
O022060,2024-04-06,C02992,S031,E-Wallet,Completed
O022061,2025-02-12,C03676,S031,Credit Card,Completed
O022062,2024-11-21,C00659,S021,E-Wallet,Completed
O022063,2024-01-10,C01870,S031,E-Wallet,Completed
O022064,2025-10-16,C04851,S031,Cash,Completed
O022065,2024-05-06,C01822,S031,Credit Card,Completed
O022066,2024-08-26,C01176,S021,E-Wallet,Completed
O022067,2025-05-18,C04039,S031,Bank Transfer,Returned
O022068,2024-04-30,C02738,S031,E-Wallet,Completed
O022069,2024-09-09,C03242,S031,Debit Card,Returned
O022070,2025-02-14,C02421,S031,Credit Card,Completed
O022071,2024-09-05,C04337,S031,E-Wallet,Completed
O022072,2025-06-14,C00496,S031,Credit Card,Completed
O022073,2025-11-08,C03511,S031,Credit Card,Completed
O022074,2024-04-12,C02999,S031,Credit Card,Completed
O022075,2024-12-16,C02368,S031,Cash,Completed
O022076,2025-10-22,C01947,S031,Bank Transfer,Completed
O022077,2024-09-29,C04155,S027,E-Wallet,Completed
O022078,2025-10-15,C04555,S019,Cash,Completed
O022079,2024-06-30,C03626,S031,E-Wallet,Completed
O022080,2024-07-04,C01524,S031,Debit Card,Completed
O022081,2025-04-07,C03246,S024,Credit Card,Completed
O022082,2024-04-12,C03575,S017,Credit Card,Completed
O022083,2024-11-15,C03088,S008,Debit Card,Completed
O022084,2024-07-13,C02925,S012,Cash,Completed
O022085,2024-08-08,C01829,S023,Cash,Completed
O022086,2025-05-30,C02875,S031,E-Wallet,Completed
O022087,2024-06-08,C00332,S029,Debit Card,Completed
O022088,2025-05-18,C01406,S031,E-Wallet,Completed
O022089,2024-04-18,C02746,S015,Debit Card,Completed
O022090,2025-03-31,C02003,S014,Credit Card,Completed
O022091,2025-11-06,C03356,S029,Cash,Completed
O022092,2025-03-04,C04875,S031,E-Wallet,Completed
O022093,2024-11-28,C02386,S031,Credit Card,Completed
O022094,2025-04-20,C00991,S031,Credit Card,Completed
O022095,2024-07-19,C03482,S031,E-Wallet,Completed
O022096,2024-10-12,C01644,S031,Debit Card,Completed
O022097,2025-03-31,C04157,S031,Cash,Completed
O022098,2024-09-07,C02165,S015,Debit Card,Completed
O022099,2025-10-12,C04412,S031,Bank Transfer,Completed
O022100,2024-02-04,C01702,S031,Credit Card,Completed
O022101,2025-02-12,C00511,S031,E-Wallet,Completed
O022102,2024-02-09,C00531,S031,E-Wallet,Completed
O022103,2024-04-15,C01557,S031,E-Wallet,Completed
O022104,2025-03-30,C04723,S021,Cash,Completed
O022105,2025-02-25,C04734,S031,Credit Card,Completed
O022106,2025-08-10,C02064,S022,Debit Card,Completed
O022107,2025-06-15,C01510,S021,Cash,Completed
O022108,2025-10-05,C04603,S031,E-Wallet,Completed
O022109,2024-03-19,C00837,S031,Bank Transfer,Completed
O022110,2024-07-03,C00232,S031,E-Wallet,Completed
O022111,2024-11-17,C03916,S030,E-Wallet,Cancelled
O022112,2025-03-31,C03080,S003,Debit Card,Completed
O022113,2024-05-20,C00858,S008,Debit Card,Completed
O022114,2025-12-01,C02074,S008,Credit Card,Completed
O022115,2024-05-22,C03556,S002,Cash,Completed
O022116,2025-09-09,C03226,S017,Cash,Completed
O022117,2024-06-09,C03117,S009,Cash,Completed
O022118,2024-09-13,C02441,S031,E-Wallet,Completed
O022119,2024-01-27,C01392,S008,E-Wallet,Cancelled
O022120,2024-09-05,C00706,S015,Cash,Completed
O022121,2025-08-12,C01399,S031,E-Wallet,Completed
O022122,2024-08-31,C04789,S031,E-Wallet,Completed
O022123,2025-02-10,C02421,S031,E-Wallet,Completed
O022124,2024-07-12,C01008,S013,E-Wallet,Completed
O022125,2025-07-08,C00499,S016,E-Wallet,Completed
O022126,2024-10-21,C00274,S031,E-Wallet,Completed
O022127,2025-11-09,C04076,S031,E-Wallet,Completed
O022128,2025-12-22,C02112,S027,E-Wallet,Completed
O022129,2024-07-01,C00219,S011,E-Wallet,Completed
O022130,2024-07-25,C01306,S031,Debit Card,Completed
O022131,2025-04-11,C02344,S031,Credit Card,Completed
O022132,2025-07-27,C00060,S031,Debit Card,Completed
O022133,2025-11-24,C01674,S031,Bank Transfer,Completed
O022134,2024-03-06,C00513,S018,E-Wallet,Completed
O022135,2024-08-03,C03679,S017,Credit Card,Completed
O022136,2024-12-17,C02193,S031,E-Wallet,Completed
O022137,2024-04-21,C01212,S015,Debit Card,Completed
O022138,2025-02-17,C03554,S031,Debit Card,Completed
O022139,2024-10-03,C03322,S031,Bank Transfer,Completed
O022140,2024-10-29,C03151,S023,Debit Card,Completed
O022141,2025-05-17,C04873,S025,Debit Card,Completed
O022142,2025-06-20,C04277,S031,Bank Transfer,Completed
O022143,2024-10-12,C04891,S031,Bank Transfer,Completed
O022144,2025-04-16,C01246,S031,E-Wallet,Completed
O022145,2024-09-19,C04281,S021,Cash,Completed
O022146,2024-12-07,C00362,S031,E-Wallet,Completed
O022147,2025-09-12,C02612,S031,E-Wallet,Cancelled
O022148,2024-09-18,C03897,S031,E-Wallet,Completed
O022149,2025-11-09,C04880,S024,E-Wallet,Completed
O022150,2024-03-25,C02334,S031,E-Wallet,Completed
O022151,2024-07-31,C01576,S031,Credit Card,Completed
O022152,2025-06-06,C01263,S024,Debit Card,Completed
O022153,2024-11-11,C04997,S031,Bank Transfer,Completed
O022154,2024-05-30,C04760,S031,E-Wallet,Completed
O022155,2025-07-29,C02137,S031,E-Wallet,Completed
O022156,2025-07-23,C03144,S031,Credit Card,Completed
O022157,2025-01-10,C02046,S031,E-Wallet,Completed
O022158,2024-02-28,C01594,S008,Debit Card,Completed
O022159,2025-11-22,C04136,S031,E-Wallet,Completed
O022160,2025-03-13,C00588,S009,E-Wallet,Completed
O022161,2024-01-01,C00729,S029,E-Wallet,Completed
O022162,2024-03-03,C02946,S031,Credit Card,Completed
O022163,2025-09-22,C01525,S006,Cash,Cancelled
O022164,2025-05-18,C04757,S023,Debit Card,Completed
O022165,2024-11-28,C00162,S031,Bank Transfer,Completed
O022166,2024-03-05,C02600,S031,E-Wallet,Completed
O022167,2025-06-28,C03998,S031,Bank Transfer,Completed
O022168,2025-04-01,C04677,S031,Credit Card,Completed
O022169,2024-06-03,C03294,S031,E-Wallet,Returned
O022170,2024-11-13,C01253,S031,E-Wallet,Returned
O022171,2024-04-06,C04138,S031,Credit Card,Completed
O022172,2024-10-17,C00088,S031,Bank Transfer,Returned
O022173,2025-03-24,C02215,S014,Debit Card,Completed
O022174,2024-08-20,C00397,S024,Credit Card,Completed
O022175,2024-10-11,C04861,S031,E-Wallet,Completed
O022176,2024-09-08,C02132,S031,E-Wallet,Completed
O022177,2025-03-08,C04499,S020,Cash,Completed
O022178,2025-05-13,C03497,S031,E-Wallet,Completed
O022179,2024-10-23,C04963,S021,Credit Card,Completed
O022180,2025-08-01,C01910,S005,Debit Card,Completed
O022181,2024-02-20,C01637,S031,Bank Transfer,Completed
O022182,2025-04-08,C01203,S031,Credit Card,Completed
O022183,2025-01-23,C01595,S001,Credit Card,Completed
O022184,2025-05-25,C01262,S031,Debit Card,Completed
O022185,2025-05-12,C04551,S006,Credit Card,Completed
O022186,2025-07-06,C03108,S022,Debit Card,Completed
O022187,2024-09-25,C01648,S031,Bank Transfer,Completed
O022188,2024-01-03,C03314,S031,Credit Card,Completed
O022189,2024-08-15,C02211,S031,Debit Card,Completed
O022190,2024-05-29,C01740,S031,E-Wallet,Completed
O022191,2024-10-15,C01584,S031,E-Wallet,Completed
O022192,2024-12-26,C03840,S031,Debit Card,Completed
O022193,2025-12-12,C01609,S022,Credit Card,Completed
O022194,2025-11-27,C03543,S014,E-Wallet,Returned
O022195,2024-09-11,C00497,S031,Credit Card,Completed
O022196,2025-06-07,C02224,S031,E-Wallet,Completed
O022197,2025-06-26,C04079,S031,E-Wallet,Completed
O022198,2025-01-18,C00479,S026,Debit Card,Completed
O022199,2025-04-17,C04526,S031,Bank Transfer,Completed
O022200,2024-03-07,C00477,S029,Credit Card,Completed
O022201,2025-05-18,C01970,S031,Credit Card,Cancelled
O022202,2024-06-30,C00324,S019,Cash,Completed
O022203,2024-12-23,C01068,S031,Credit Card,Completed
O022204,2025-02-12,C03608,S031,E-Wallet,Completed
O022205,2024-09-02,C01682,S027,E-Wallet,Cancelled
O022206,2024-08-13,C00799,S003,Debit Card,Completed
O022207,2024-09-14,C01900,S031,E-Wallet,Completed
O022208,2024-01-11,C02501,S031,E-Wallet,Completed
O022209,2024-01-29,C00411,S031,Bank Transfer,Completed
O022210,2025-11-23,C00406,S003,E-Wallet,Completed
O022211,2025-02-22,C02153,S031,Bank Transfer,Completed
O022212,2024-02-15,C01418,S031,Bank Transfer,Completed
O022213,2025-07-26,C03905,S031,Bank Transfer,Completed
O022214,2025-10-14,C00943,S031,E-Wallet,Completed
O022215,2024-04-27,C01329,S031,Credit Card,Completed
O022216,2024-12-28,C03076,S014,E-Wallet,Completed
O022217,2024-10-13,C01898,S031,Debit Card,Completed
O022218,2024-08-26,C02211,S002,Credit Card,Completed
O022219,2024-05-09,C04817,S031,Credit Card,Completed
O022220,2024-01-20,C01056,S031,Credit Card,Completed
O022221,2025-08-29,C04495,S005,E-Wallet,Completed
O022222,2025-12-23,C00978,S031,Credit Card,Completed
O022223,2024-04-14,C00884,S004,E-Wallet,Completed
O022224,2025-11-29,C04247,S031,Credit Card,Completed
O022225,2025-06-07,C03545,S031,E-Wallet,Returned
O022226,2025-10-12,C02520,S027,Credit Card,Completed
O022227,2025-08-30,C01923,S031,Bank Transfer,Completed
O022228,2024-07-28,C03698,S031,Credit Card,Completed
O022229,2024-08-31,C02326,S031,E-Wallet,Completed
O022230,2024-02-13,C00703,S004,Debit Card,Completed
O022231,2025-03-12,C00625,S027,Debit Card,Completed
O022232,2025-12-31,C02113,S015,Credit Card,Completed
O022233,2024-10-29,C04061,S031,E-Wallet,Completed
O022234,2024-07-17,C01756,S005,Debit Card,Completed
O022235,2024-09-16,C00147,S031,Credit Card,Completed
O022236,2025-10-23,C04197,S016,Debit Card,Completed
O022237,2025-03-04,C01871,S010,E-Wallet,Completed
O022238,2025-05-22,C00987,S019,Debit Card,Completed
O022239,2024-09-27,C01162,S009,Cash,Completed
O022240,2025-09-17,C04136,S031,Credit Card,Completed
O022241,2024-07-08,C02524,S024,Debit Card,Cancelled
O022242,2025-07-13,C00764,S031,Bank Transfer,Completed
O022243,2025-12-29,C00178,S014,Debit Card,Completed
O022244,2025-10-22,C04532,S006,Cash,Completed
O022245,2024-09-09,C03443,S009,Bank Transfer,Completed
O022246,2025-06-01,C03165,S018,Bank Transfer,Completed
O022247,2024-12-19,C03653,S017,Cash,Completed
O022248,2024-10-18,C02091,S031,Debit Card,Completed
O022249,2024-08-09,C00736,S013,Debit Card,Completed
O022250,2024-12-17,C01972,S031,Bank Transfer,Completed
O022251,2025-03-14,C02237,S011,Credit Card,Completed
O022252,2025-07-26,C04350,S014,Credit Card,Completed
O022253,2025-05-25,C00963,S014,Debit Card,Completed
O022254,2024-09-12,C03521,S005,Credit Card,Completed
O022255,2024-08-04,C00645,S031,Credit Card,Completed
O022256,2025-02-23,C00467,S010,Cash,Completed
O022257,2025-10-12,C01425,S031,Credit Card,Completed
O022258,2025-10-21,C02909,S031,Credit Card,Completed
O022259,2025-06-18,C01278,S031,Bank Transfer,Cancelled
O022260,2025-06-23,C04577,S017,Debit Card,Completed
O022261,2024-02-17,C03787,S031,Debit Card,Completed
O022262,2025-10-24,C04220,S031,Bank Transfer,Completed
O022263,2025-09-28,C02784,S031,Credit Card,Completed
O022264,2024-04-28,C02156,S031,Debit Card,Completed
O022265,2025-09-28,C00402,S031,E-Wallet,Completed
O022266,2024-03-30,C00158,S011,Debit Card,Completed
O022267,2024-01-26,C00692,S007,Debit Card,Completed
O022268,2024-12-04,C01656,S031,Debit Card,Completed
O022269,2025-04-01,C02831,S031,Credit Card,Returned
O022270,2025-10-10,C02090,S031,E-Wallet,Completed
O022271,2025-03-28,C04640,S031,E-Wallet,Completed
O022272,2024-11-07,C04640,S029,Cash,Completed
O022273,2025-10-05,C02841,S006,E-Wallet,Completed
O022274,2025-04-24,C01549,S015,Cash,Completed
O022275,2024-06-17,C04257,S031,Bank Transfer,Completed
O022276,2025-07-06,C04733,S011,Cash,Completed
O022277,2025-09-02,C04222,S021,E-Wallet,Completed
O022278,2024-04-18,C03234,S031,E-Wallet,Completed
O022279,2024-08-13,C04735,S031,E-Wallet,Completed
O022280,2025-08-07,C00385,S031,Credit Card,Completed
O022281,2025-10-05,C03048,S031,E-Wallet,Completed
O022282,2025-04-11,C01337,S031,E-Wallet,Completed
O022283,2024-09-14,C04674,S031,E-Wallet,Completed
O022284,2024-07-15,C01897,S024,Debit Card,Completed
O022285,2024-01-02,C04873,S019,Cash,Completed
O022286,2025-01-30,C00272,S031,Bank Transfer,Completed
O022287,2024-01-08,C02119,S028,Debit Card,Completed
O022288,2025-11-13,C00690,S031,Credit Card,Completed
O022289,2025-03-15,C04428,S031,E-Wallet,Completed
O022290,2024-04-02,C04872,S031,E-Wallet,Completed
O022291,2024-10-30,C01560,S031,Debit Card,Returned
O022292,2025-11-17,C02005,S002,Debit Card,Completed
O022293,2024-09-27,C04846,S031,Credit Card,Completed
O022294,2025-10-25,C04148,S031,E-Wallet,Completed
O022295,2025-11-03,C03213,S026,Credit Card,Completed
O022296,2025-08-21,C01839,S002,Credit Card,Completed
O022297,2024-01-03,C01930,S031,Bank Transfer,Completed
O022298,2025-07-11,C02457,S018,Debit Card,Completed
O022299,2025-10-07,C04390,S031,Cash,Completed
O022300,2025-09-08,C04916,S031,Credit Card,Completed
O022301,2025-07-14,C03211,S001,Debit Card,Completed
O022302,2024-03-29,C04531,S031,E-Wallet,Completed
O022303,2025-06-02,C04566,S022,E-Wallet,Completed
O022304,2025-11-05,C00614,S013,E-Wallet,Completed
O022305,2024-07-23,C04625,S031,Debit Card,Completed
O022306,2024-12-13,C03887,S008,Cash,Cancelled
O022307,2025-10-28,C03153,S031,Credit Card,Completed
O022308,2024-03-01,C02654,S020,Credit Card,Completed
O022309,2025-02-24,C03891,S001,Cash,Completed
O022310,2024-11-22,C01869,S031,Credit Card,Completed
O022311,2025-01-29,C04161,S013,Cash,Completed
O022312,2025-02-14,C02453,S031,Bank Transfer,Completed
O022313,2025-08-20,C00352,S031,E-Wallet,Completed
O022314,2024-03-25,C02835,S010,Credit Card,Completed
O022315,2024-05-25,C04266,S031,Debit Card,Completed
O022316,2025-03-30,C04191,S031,E-Wallet,Returned
O022317,2025-02-28,C00079,S028,Debit Card,Completed
O022318,2025-08-27,C00051,S031,Credit Card,Completed
O022319,2024-02-01,C02262,S031,E-Wallet,Completed
O022320,2024-03-20,C01043,S031,Debit Card,Completed
O022321,2024-02-26,C03816,S031,Debit Card,Completed
O022322,2024-09-23,C02260,S031,Credit Card,Completed
O022323,2025-01-21,C03041,S010,E-Wallet,Completed
O022324,2024-03-30,C01434,S012,Debit Card,Completed
O022325,2025-04-25,C00979,S018,Cash,Completed
O022326,2025-08-31,C03134,S026,Debit Card,Completed
O022327,2025-10-20,C01321,S006,Credit Card,Completed
O022328,2024-05-26,C01118,S031,E-Wallet,Completed
O022329,2025-09-10,C01280,S031,Credit Card,Completed
O022330,2025-11-10,C02788,S031,Credit Card,Completed
O022331,2025-07-13,C03663,S031,Debit Card,Completed
O022332,2025-11-23,C01756,S031,Bank Transfer,Completed
O022333,2024-10-06,C04366,S002,Cash,Completed
O022334,2025-12-20,C02779,S006,Debit Card,Completed
O022335,2025-10-28,C01940,S013,Bank Transfer,Returned
O022336,2024-11-27,C03985,S031,Debit Card,Completed
O022337,2024-09-08,C01576,S031,Debit Card,Completed
O022338,2024-12-31,C03548,S028,E-Wallet,Completed
O022339,2024-03-16,C01280,S014,Credit Card,Completed
O022340,2024-12-06,C04984,S031,Bank Transfer,Completed
O022341,2024-07-22,C02495,S017,Debit Card,Completed
O022342,2024-02-08,C00058,S031,Bank Transfer,Completed
O022343,2025-09-03,C00841,S031,Credit Card,Completed
O022344,2024-02-21,C03730,S005,Cash,Completed
O022345,2024-03-26,C04190,S031,E-Wallet,Completed
O022346,2025-09-19,C04153,S009,E-Wallet,Completed
O022347,2025-06-03,C04926,S006,Bank Transfer,Completed
O022348,2024-12-30,C04757,S020,Debit Card,Completed
O022349,2025-03-20,C00042,S031,E-Wallet,Completed
O022350,2024-03-08,C03322,S031,Credit Card,Completed
O022351,2025-01-21,C03686,S031,Bank Transfer,Completed
O022352,2024-03-06,C03305,S031,Bank Transfer,Completed
O022353,2025-09-14,C03111,S031,E-Wallet,Completed
O022354,2025-03-10,C01696,S031,E-Wallet,Completed
O022355,2025-06-03,C00978,S031,E-Wallet,Completed
O022356,2024-09-30,C02955,S031,E-Wallet,Completed
O022357,2024-03-28,C02351,S019,Cash,Completed
O022358,2025-09-13,C03888,S031,Credit Card,Completed
O022359,2024-04-18,C01001,S028,Cash,Completed
O022360,2025-07-16,C03161,S031,Bank Transfer,Completed
O022361,2025-06-07,C00387,S026,Debit Card,Returned
O022362,2024-12-08,C02266,S013,Debit Card,Completed
O022363,2024-04-07,C03686,S031,Bank Transfer,Completed
O022364,2024-07-03,C00558,S031,E-Wallet,Completed
O022365,2024-05-02,C04266,S031,Bank Transfer,Completed
O022366,2024-08-15,C03216,S031,E-Wallet,Completed
O022367,2025-09-28,C04338,S003,Debit Card,Completed
O022368,2025-07-07,C00889,S031,E-Wallet,Completed
O022369,2024-03-15,C02395,S023,Credit Card,Completed
O022370,2024-06-14,C00967,S026,E-Wallet,Returned
O022371,2025-06-05,C03397,S030,Debit Card,Completed
O022372,2024-09-08,C01809,S031,Bank Transfer,Completed
O022373,2025-12-03,C03314,S031,Credit Card,Completed
O022374,2024-04-28,C00572,S006,Credit Card,Completed
O022375,2025-04-14,C02927,S003,Cash,Completed
O022376,2025-03-11,C01926,S004,Credit Card,Completed
O022377,2025-07-08,C04196,S005,Cash,Completed
O022378,2024-06-16,C02119,S031,Credit Card,Completed
O022379,2025-07-28,C02458,S031,Credit Card,Completed
O022380,2025-09-10,C04594,S007,Cash,Completed
O022381,2025-04-03,C02768,S031,Bank Transfer,Completed
O022382,2025-09-04,C01645,S014,E-Wallet,Completed
O022383,2025-08-08,C03827,S031,E-Wallet,Completed
O022384,2025-09-12,C01512,S031,Bank Transfer,Completed
O022385,2025-01-06,C01052,S023,Debit Card,Completed
O022386,2024-10-08,C02835,S028,Cash,Completed
O022387,2024-06-21,C01656,S002,Cash,Completed
O022388,2025-06-27,C03133,S031,E-Wallet,Completed
O022389,2025-02-18,C03068,S001,Bank Transfer,Returned
O022390,2024-02-22,C04356,S031,Bank Transfer,Completed
O022391,2024-05-30,C03319,S002,Credit Card,Returned
O022392,2024-11-11,C00097,S029,E-Wallet,Completed
O022393,2025-06-14,C01642,S002,Debit Card,Completed
O022394,2025-03-30,C03552,S011,Cash,Completed
O022395,2024-03-04,C00962,S031,E-Wallet,Completed
O022396,2025-02-25,C04068,S031,Bank Transfer,Completed
O022397,2025-06-27,C00157,S031,E-Wallet,Completed
O022398,2024-08-02,C01677,S031,Credit Card,Completed
O022399,2024-07-28,C00397,S020,Debit Card,Completed
O022400,2025-01-22,C02650,S031,E-Wallet,Completed
O022401,2024-04-06,C00804,S022,Debit Card,Completed
O022402,2024-09-13,C04123,S031,Bank Transfer,Completed
O022403,2025-09-04,C01372,S013,E-Wallet,Completed
O022404,2025-08-20,C04891,S017,Cash,Completed
O022405,2025-09-30,C01006,S019,Cash,Completed
O022406,2025-07-05,C00517,S009,Debit Card,Completed
O022407,2025-08-16,C03630,S004,Credit Card,Completed
O022408,2024-09-03,C00673,S031,Bank Transfer,Completed
O022409,2024-03-13,C02566,S031,Bank Transfer,Completed
O022410,2025-07-15,C00026,S007,Credit Card,Completed
O022411,2025-08-06,C03259,S018,Debit Card,Completed
O022412,2025-03-20,C03008,S022,Cash,Completed
O022413,2025-06-29,C04531,S031,Bank Transfer,Completed
O022414,2025-11-23,C01476,S031,E-Wallet,Completed
O022415,2024-10-23,C02038,S008,Debit Card,Completed
O022416,2025-07-18,C04119,S031,E-Wallet,Completed
O022417,2025-03-09,C04384,S031,Credit Card,Completed
O022418,2025-02-23,C01991,S031,Bank Transfer,Completed
O022419,2025-07-19,C02299,S031,Credit Card,Completed
O022420,2024-03-02,C01500,S005,Debit Card,Completed
O022421,2025-11-20,C04194,S027,Credit Card,Completed
O022422,2025-01-08,C04375,S005,Debit Card,Completed
O022423,2025-04-09,C00357,S031,E-Wallet,Completed
O022424,2024-11-16,C03925,S031,E-Wallet,Completed
O022425,2025-10-19,C03417,S029,Cash,Returned
O022426,2025-08-21,C01337,S031,Credit Card,Completed
O022427,2024-07-25,C00735,S016,Cash,Completed
O022428,2024-11-10,C04505,S031,Credit Card,Completed
O022429,2024-06-25,C00328,S006,Debit Card,Completed
O022430,2025-05-30,C04525,S031,E-Wallet,Completed
O022431,2025-03-01,C01726,S022,Debit Card,Completed
O022432,2024-08-14,C03641,S006,Cash,Completed
O022433,2024-06-23,C01897,S024,Debit Card,Completed
O022434,2025-09-30,C00535,S019,Debit Card,Completed
O022435,2024-11-15,C03310,S013,E-Wallet,Completed
O022436,2024-04-13,C01628,S031,Bank Transfer,Completed
O022437,2025-06-03,C04499,S007,Debit Card,Completed
O022438,2024-08-28,C03508,S031,Credit Card,Completed
O022439,2025-05-22,C01151,S004,E-Wallet,Completed
O022440,2025-01-29,C00690,S031,Bank Transfer,Completed
O022441,2024-07-01,C01212,S031,Bank Transfer,Completed
O022442,2024-03-17,C01827,S014,Debit Card,Completed
O022443,2025-02-06,C00715,S031,E-Wallet,Completed
O022444,2025-06-19,C00786,S031,Credit Card,Completed
O022445,2025-07-05,C01994,S012,Debit Card,Completed
O022446,2025-02-01,C01610,S010,Credit Card,Completed
O022447,2024-03-16,C04370,S003,E-Wallet,Completed
O022448,2024-03-29,C02924,S007,Debit Card,Completed
O022449,2025-03-10,C04635,S031,E-Wallet,Completed
O022450,2025-09-09,C02108,S031,Debit Card,Completed
O022451,2025-10-27,C03181,S031,Bank Transfer,Completed
O022452,2024-03-18,C01514,S031,Credit Card,Completed
O022453,2025-08-15,C03271,S026,Cash,Completed
O022454,2025-01-05,C02298,S031,E-Wallet,Completed
O022455,2025-09-01,C01829,S003,Cash,Completed
O022456,2024-07-13,C00618,S025,E-Wallet,Completed
O022457,2024-05-25,C00398,S031,Credit Card,Completed
O022458,2025-05-17,C02206,S008,Credit Card,Completed
O022459,2025-04-30,C01286,S024,Cash,Completed
O022460,2025-02-01,C01193,S009,Credit Card,Completed
O022461,2025-02-07,C02020,S031,Debit Card,Completed
O022462,2025-02-14,C04646,S031,Bank Transfer,Completed
O022463,2025-03-16,C03950,S030,Debit Card,Completed
O022464,2024-11-30,C01659,S031,Credit Card,Completed
O022465,2024-09-07,C03230,S023,Debit Card,Completed
O022466,2024-06-19,C00652,S031,E-Wallet,Completed
O022467,2025-03-19,C04170,S031,Cash,Completed
O022468,2025-08-29,C00424,S005,Debit Card,Completed
O022469,2025-12-24,C00272,S028,Debit Card,Completed
O022470,2025-05-06,C03602,S031,Bank Transfer,Completed
O022471,2024-01-31,C03807,S017,Debit Card,Completed
O022472,2024-10-30,C00914,S031,E-Wallet,Completed
O022473,2024-10-11,C02399,S031,Cash,Completed
O022474,2025-09-10,C04356,S031,Bank Transfer,Cancelled
O022475,2025-07-14,C00754,S017,Debit Card,Returned
O022476,2024-09-22,C01655,S026,Cash,Completed
O022477,2025-09-10,C03454,S006,Debit Card,Completed
O022478,2025-09-23,C02633,S029,E-Wallet,Completed
O022479,2025-11-09,C04466,S031,Credit Card,Completed
O022480,2025-04-17,C00550,S031,Debit Card,Completed
O022481,2025-03-13,C01682,S011,Debit Card,Completed
O022482,2024-11-09,C02020,S031,E-Wallet,Completed
O022483,2025-07-21,C03249,S014,E-Wallet,Completed
O022484,2025-07-10,C01072,S004,Credit Card,Completed
O022485,2025-09-18,C00158,S031,Credit Card,Completed
O022486,2025-03-12,C01100,S006,Debit Card,Completed
O022487,2024-02-03,C04869,S020,Cash,Completed
O022488,2024-11-01,C00396,S001,Credit Card,Completed
O022489,2025-10-05,C01622,S031,Credit Card,Completed
O022490,2025-07-24,C02508,S031,E-Wallet,Completed
O022491,2024-05-26,C03419,S031,Credit Card,Completed
O022492,2024-01-20,C04398,S031,Bank Transfer,Completed
O022493,2024-10-21,C03482,S031,Bank Transfer,Completed
O022494,2025-06-28,C01995,S011,Credit Card,Completed
O022495,2025-01-17,C01532,S031,E-Wallet,Completed
O022496,2024-07-06,C01724,S031,E-Wallet,Completed
O022497,2024-11-21,C03884,S031,Bank Transfer,Completed
O022498,2024-02-02,C04243,S031,E-Wallet,Completed
O022499,2024-02-22,C04700,S031,Credit Card,Completed
O022500,2024-04-15,C03737,S004,Debit Card,Completed
O022501,2024-04-04,C03205,S016,Debit Card,Completed
O022502,2025-12-20,C02689,S022,Debit Card,Completed
O022503,2025-07-20,C00231,S025,Cash,Completed
O022504,2024-02-29,C00731,S022,Cash,Completed
O022505,2025-01-04,C03525,S002,Cash,Completed
O022506,2025-11-18,C02353,S031,E-Wallet,Completed
O022507,2025-06-03,C01196,S014,Cash,Completed
O022508,2025-04-05,C02878,S002,Credit Card,Completed
O022509,2024-03-04,C02972,S031,E-Wallet,Completed
O022510,2024-04-05,C03001,S031,Credit Card,Completed
O022511,2025-01-27,C02086,S031,Credit Card,Completed
O022512,2025-08-24,C04940,S031,Credit Card,Completed
O022513,2024-08-07,C02586,S031,E-Wallet,Completed
O022514,2024-01-05,C00066,S016,Credit Card,Completed
O022515,2025-04-26,C02002,S031,Credit Card,Completed
O022516,2025-04-22,C02060,S008,Credit Card,Completed
O022517,2025-10-26,C01175,S031,E-Wallet,Completed
O022518,2025-10-16,C02112,S031,E-Wallet,Completed
O022519,2024-01-14,C04137,S031,E-Wallet,Completed
O022520,2024-08-06,C00782,S019,Debit Card,Completed
O022521,2025-06-19,C02053,S029,E-Wallet,Completed
O022522,2024-03-26,C00949,S004,Debit Card,Completed
O022523,2025-02-26,C04412,S031,E-Wallet,Completed
O022524,2024-09-19,C01597,S031,Credit Card,Completed
O022525,2024-09-07,C01888,S017,Debit Card,Completed
O022526,2025-07-07,C03496,S031,E-Wallet,Completed
O022527,2024-08-11,C02525,S031,Credit Card,Completed
O022528,2024-05-29,C00771,S031,E-Wallet,Completed
O022529,2024-10-27,C04500,S031,Credit Card,Completed
O022530,2025-12-14,C03828,S029,E-Wallet,Completed
O022531,2024-11-28,C03823,S006,Debit Card,Completed
O022532,2025-11-24,C03263,S028,Credit Card,Completed
O022533,2025-03-15,C01890,S013,Debit Card,Completed
O022534,2024-12-21,C00498,S031,Credit Card,Completed
O022535,2025-12-07,C03266,S031,Bank Transfer,Completed
O022536,2025-06-08,C01220,S031,E-Wallet,Completed
O022537,2024-06-01,C01497,S030,Debit Card,Completed
O022538,2024-04-19,C02166,S031,E-Wallet,Completed
