order_detail_id,order_id,product_id,quantity,unit_price,discount_pct,sales_amount,unit_cost,cost_amount,profit_amount
OD0040740,O022516,P0035,1,1154742.82,0.0359,1113289.44,923229.22,923229.22,190060.22
OD0040741,O022517,P0076,3,228502.93,0.1727,567133.78,177627.84,532883.52,34250.26
OD0040742,O022517,P0012,4,702171.75,0.2037,2236631.19,607117.74,2428470.96,-191839.77
OD0040743,O022517,P0265,5,1565023.67,0.1671,6517274.38,1139441.65,5697208.25,820066.13
OD0040744,O022518,P0032,1,6399569.92,0.0642,5988645.85,5492084.49,5492084.49,496561.36
OD0040745,O022518,P0088,1,2761988.79,0.1224,2423980.81,2060938.66,2060938.66,363042.15
OD0040746,O022519,P0278,1,2290309.49,0.1482,1950891.2,1590807.6,1590807.6,360083.6
OD0040747,O022520,P0244,1,89198.82,0.1742,73662.22,64197.68,64197.68,9464.54
OD0040748,O022520,P0019,2,1955303.87,0.1234,3428206.15,1752706.76,3505413.52,-77207.37
OD0040749,O022520,P0245,3,1224227.75,0.0548,3471263.59,912096.99,2736290.97,734972.62
OD0040750,O022521,P0063,1,3805399.36,0.062,3569317.14,3195721.75,3195721.75,373595.39
OD0040751,O022521,P0110,1,1058687.16,0.0476,1008329.74,693707.8,693707.8,314621.94
OD0040752,O022521,P0114,1,1899691.76,0.0224,1857094.58,1336065.85,1336065.85,521028.73
OD0040753,O022522,P0290,3,1160181.39,0.0718,3230499.22,789200.84,2367602.52,862896.7
OD0040754,O022522,P0295,2,95144.3,0.2046,151348.31,64787.72,129575.44,21772.87
OD0040755,O022523,P0068,3,3900389.76,0.1919,9456197.57,3294536.89,9883610.67,-427413.1
OD0040756,O022523,P0014,2,1275847.77,0.0654,2384694.57,1089176.16,2178352.32,206342.25
OD0040757,O022523,P0096,2,335683.17,0.1484,571723.94,237452.54,474905.08,96818.86
OD0040758,O022524,P0276,2,464180.04,0.1365,801644.49,352329.84,704659.68,96984.81
OD0040759,O022525,P0027,2,4226706.43,0.1141,7489110.01,3683158.64,7366317.28,122792.73
OD0040760,O022525,P0265,2,1528812.38,0.0615,2869472.22,1139441.65,2278883.3,590588.92
OD0040761,O022526,P0128,1,608904.53,0.048,579675.81,395038.28,395038.28,184637.53
OD0040762,O022526,P0204,4,148576.5,0.1568,501103.38,84564.05,338256.2,162847.18
OD0040763,O022527,P0151,2,3012416.23,0.0891,5487962.48,1913845.16,3827690.32,1660272.16
OD0040764,O022528,P0138,1,2151139.07,0.103,1929472.48,1417401.98,1417401.98,512070.5
OD0040765,O022529,P0268,3,19690.75,0.0978,53297.07,14946.37,44839.11,8457.96
OD0040766,O022530,P0013,5,661030.29,0.1591,2779207.18,586215.0,2931075.0,-151867.82
OD0040767,O022530,P0021,5,18709171.49,0.2279,72227318.23,15312156.76,76560783.8,-4333465.57
OD0040768,O022531,P0143,1,2442872.98,0.1326,2118960.19,1613968.04,1613968.04,504992.15
OD0040769,O022531,P0187,1,234189.29,0.2129,184325.66,133695.36,133695.36,50630.3
OD0040770,O022532,P0160,1,896264.11,0.125,784229.09,592126.26,592126.26,192102.83
OD0040771,O022532,P0097,3,4327776.5,0.1331,11254816.63,3390875.99,10172627.97,1082188.66
OD0040772,O022533,P0250,1,4141673.51,0.0521,3926051.24,2953656.19,2953656.19,972395.05
OD0040773,O022534,P0100,1,13378311.64,0.1045,11980011.84,10691084.29,10691084.29,1288927.55
OD0040774,O022534,P0039,1,2057613.6,0.145,1759172.62,1744454.31,1744454.31,14718.31
OD0040775,O022535,P0036,1,8946130.39,0.137,7720169.03,7455480.0,7455480.0,264689.03
OD0040776,O022535,P0066,2,1672624.75,0.1824,2735093.38,1446544.62,2893089.24,-157995.86
OD0040777,O022536,P0263,1,1218405.08,0.0749,1127193.97,952546.61,952546.61,174647.36
OD0040778,O022536,P0229,1,321649.67,0.1136,285118.58,236105.93,236105.93,49012.65
OD0040779,O022537,P0075,2,1083386.08,0.0605,2035742.24,790158.9,1580317.8,455424.44
OD0040780,O022538,P0225,1,100903.48,0.0633,94511.79,71304.84,71304.84,23206.95
OD0040781,O022538,P0090,1,515923.01,0.0608,484534.75,385181.62,385181.62,99353.13
OD0040782,O022539,P0123,3,229443.63,0.1285,599905.53,119940.33,359820.99,240084.54
OD0040783,O022539,P0044,4,10750038.63,0.189,34871247.44,9619558.06,38478232.24,-3606984.8
OD0040784,O022540,P0169,1,296911.04,0.089,270484.28,188192.6,188192.6,82291.68
OD0040785,O022541,P0076,3,230358.15,0.1992,553386.08,177627.84,532883.52,20502.56
OD0040786,O022541,P0102,2,1905174.99,0.1918,3079435.76,1275290.32,2550580.64,528855.12
OD0040787,O022542,P0043,1,2028892.25,0.0879,1850569.27,1700829.31,1700829.31,149739.96
OD0040788,O022543,P0198,2,287764.0,0.0675,536700.78,208583.48,417166.96,119533.82
OD0040789,O022544,P0176,3,2742085.22,0.1695,6832064.56,1899669.96,5699009.88,1133054.68
OD0040790,O022545,P0171,1,151071.96,0.0339,145945.55,77750.13,77750.13,68195.42
OD0040791,O022546,P0261,1,40540.58,0.0856,37071.36,27407.22,27407.22,9664.14
OD0040792,O022546,P0296,1,1247767.63,0.0248,1216814.7,828728.93,828728.93,388085.77
OD0040793,O022546,P0068,1,3741859.83,0.0606,3515257.39,3294536.89,3294536.89,220720.5
OD0040794,O022547,P0253,1,2751326.07,0.2042,2189542.7,1866730.12,1866730.12,322812.58
OD0040795,O022548,P0257,2,256462.21,0.0481,488271.99,167946.89,335893.78,152378.21
OD0040796,O022548,P0035,3,1171142.03,0.1349,3039503.35,923229.22,2769687.66,269815.69
OD0040797,O022549,P0101,1,14210540.5,0.0771,13114596.37,10440335.52,10440335.52,2674260.85
OD0040798,O022549,P0078,1,752792.67,0.0613,706648.01,580311.88,580311.88,126336.13
OD0040799,O022550,P0265,1,1532717.19,0.1159,1355107.94,1139441.65,1139441.65,215666.29
OD0040800,O022550,P0219,2,1796503.19,0.047,3424120.22,1022735.86,2045471.72,1378648.5
OD0040801,O022551,P0050,1,9327099.57,0.1562,7870262.85,7821205.87,7821205.87,49056.98
OD0040802,O022552,P0281,2,30199.92,0.0868,55158.62,20546.58,41093.16,14065.46
OD0040803,O022553,P0070,1,4895107.31,0.157,4126535.61,4240330.32,4240330.32,-113794.71
OD0040804,O022553,P0168,2,248037.7,0.0847,454049.32,149483.46,298966.92,155082.4
OD0040805,O022554,P0232,2,4565632.5,0.1194,8040573.52,2852038.23,5704076.46,2336497.06
OD0040806,O022554,P0028,1,839224.51,0.0329,811616.71,699810.26,699810.26,111806.45
OD0040807,O022554,P0035,2,1120257.58,0.1416,1923172.63,923229.22,1846458.44,76714.19
OD0040808,O022554,P0261,1,41909.78,0.0326,40544.44,27407.22,27407.22,13137.22
OD0040809,O022554,P0039,1,2001582.2,0.0088,1983942.2,1744454.31,1744454.31,239487.89
OD0040810,O022555,P0053,3,531637.06,0.1645,1332531.25,470537.19,1411611.57,-79080.32
OD0040811,O022555,P0019,3,1991334.51,0.2599,4421642.28,1752706.76,5258120.28,-836478.0
OD0040812,O022556,P0270,1,166557.64,0.0505,158143.7,128811.84,128811.84,29331.86
OD0040813,O022556,P0228,1,254289.91,0.058,239543.87,167025.26,167025.26,72518.61
OD0040814,O022557,P0211,2,1661741.54,0.1395,2859845.42,989693.92,1979387.84,880457.58
OD0040815,O022557,P0129,3,154434.27,0.0797,426357.83,81273.24,243819.72,182538.11
OD0040816,O022558,P0156,3,101255.35,0.0282,295204.49,52483.34,157450.02,137754.47
OD0040817,O022558,P0096,2,336233.7,0.0532,636722.61,237452.54,474905.08,161817.53
OD0040818,O022558,P0044,2,11010232.29,0.0881,20080460.82,9619558.06,19239116.12,841344.7
OD0040819,O022559,P0203,2,822868.03,0.113,1459703.83,540731.73,1081463.46,378240.37
OD0040820,O022559,P0075,3,1072620.24,0.0796,2961566.85,790158.9,2370476.7,591090.15
OD0040821,O022560,P0252,1,139228.53,0.0649,130192.76,89021.94,89021.94,41170.82
OD0040822,O022560,P0081,1,1644310.66,0.064,1539056.36,1143260.05,1143260.05,395796.31
OD0040823,O022561,P0031,2,1406155.46,0.1217,2470060.0,1142098.23,2284196.46,185863.54
OD0040824,O022561,P0015,1,656430.74,0.0863,599760.68,554928.95,554928.95,44831.73
OD0040825,O022562,P0108,8,4087496.64,0.2295,25196918.02,2969966.9,23759735.2,1437182.82
OD0040826,O022562,P0185,3,38057.16,0.1722,94513.73,29053.23,87159.69,7354.04
OD0040827,O022563,P0009,4,14471365.24,0.2249,44866008.35,11391061.22,45564244.88,-698236.53
OD0040828,O022563,P0175,5,543241.41,0.169,2257123.88,368182.29,1840911.45,416212.43
OD0040829,O022564,P0032,1,6496201.33,0.1399,5587060.75,5492084.49,5492084.49,94976.26
OD0040830,O022565,P0080,1,994287.21,0.1405,854557.25,711895.37,711895.37,142661.88
OD0040831,O022565,P0007,1,11712166.54,0.048,11150358.55,9793527.78,9793527.78,1356830.77
OD0040832,O022566,P0127,5,2507206.62,0.1564,10574804.61,1320170.83,6600854.15,3973950.46
OD0040833,O022567,P0150,1,271791.01,0.0541,257092.34,140236.6,140236.6,116855.74
OD0040834,O022568,P0023,1,881868.73,0.1351,762771.66,761116.39,761116.39,1655.27
OD0040835,O022568,P0141,1,201473.96,0.1614,168954.86,126690.48,126690.48,42264.38
OD0040836,O022569,P0048,2,948381.46,0.0728,1758669.51,764468.52,1528937.04,229732.47
OD0040837,O022569,P0177,1,1777581.78,0.0719,1649746.01,1190024.47,1190024.47,459721.54
OD0040838,O022570,P0059,2,4595686.18,0.0441,8786344.21,3953597.22,7907194.44,879149.77
OD0040839,O022570,P0079,3,5779634.09,0.0791,15968015.85,4263246.36,12789739.08,3178276.77
OD0040840,O022571,P0127,1,2388377.17,0.0832,2189634.14,1320170.83,1320170.83,869463.31
OD0040841,O022571,P0296,1,1307968.91,0.1343,1132265.44,828728.93,828728.93,303536.51
OD0040842,O022572,P0115,4,1583212.4,0.1947,5099583.44,1167377.86,4669511.44,430072.0
OD0040843,O022572,P0021,5,18937600.94,0.2009,75664438.44,15312156.76,76560783.8,-896345.36
OD0040844,O022573,P0276,2,450730.97,0.0718,836700.12,352329.84,704659.68,132040.44
OD0040845,O022573,P0280,1,400751.21,0.0472,381838.58,300703.59,300703.59,81134.99
OD0040846,O022573,P0087,1,589310.74,0.0931,534430.16,395845.99,395845.99,138584.17
OD0040847,O022574,P0060,1,4489641.79,0.0614,4214049.58,3715047.81,3715047.81,499001.77
OD0040848,O022574,P0051,2,522340.68,0.0,1044681.36,450326.67,900653.34,144028.02
OD0040849,O022574,P0225,2,101653.68,0.0489,193361.94,71304.84,142609.68,50752.26
OD0040850,O022574,P0271,1,1864670.64,0.0305,1807876.85,1480721.74,1480721.74,327155.11
OD0040851,O022574,P0178,1,638821.37,0.0098,632547.22,344847.75,344847.75,287699.47
OD0040852,O022575,P0114,1,1851034.9,0.0451,1767495.1,1336065.85,1336065.85,431429.25
OD0040853,O022575,P0050,1,9189351.31,0.0757,8493846.75,7821205.87,7821205.87,672640.88
OD0040854,O022576,P0188,3,206298.12,0.1683,514707.21,142390.71,427172.13,87535.08
OD0040855,O022576,P0031,3,1441308.07,0.1059,3865946.96,1142098.23,3426294.69,439652.27
OD0040856,O022577,P0172,3,281363.7,0.0818,775006.12,170768.44,512305.32,262700.8
OD0040857,O022578,P0190,1,712716.48,0.0125,703817.86,511918.33,511918.33,191899.53
OD0040858,O022579,P0123,3,224935.32,0.1188,594643.5,119940.33,359820.99,234822.51
OD0040859,O022579,P0039,2,1999554.02,0.1684,3325572.14,1744454.31,3488908.62,-163336.48
OD0040860,O022579,P0155,5,147949.15,0.203,589581.3,79286.52,396432.6,193148.7
OD0040861,O022579,P0300,3,1770435.74,0.1282,4630369.88,1273833.82,3821501.46,808868.42
OD0040862,O022579,P0129,2,159996.93,0.1013,287592.53,81273.24,162546.48,125046.05
OD0040863,O022580,P0057,2,8425996.79,0.0833,15448792.94,7589022.19,15178044.38,270748.56
OD0040864,O022581,P0294,3,877019.76,0.1089,2344447.97,660911.45,1982734.35,361713.62
OD0040865,O022582,P0102,4,1927395.34,0.1062,6890832.41,1275290.32,5101161.28,1789671.13
OD0040866,O022582,P0024,2,1147134.04,0.1357,1982871.02,931317.33,1862634.66,120236.36
OD0040867,O022583,P0018,1,4536617.55,0.1031,4068912.56,3768223.33,3768223.33,300689.23
OD0040868,O022583,P0272,1,327438.8,0.0456,312508.4,252111.53,252111.53,60396.87
OD0040869,O022584,P0255,3,232825.35,0.0239,681760.31,147902.71,443708.13,238052.18
OD0040870,O022584,P0078,1,757668.42,0.0907,688976.84,580311.88,580311.88,108664.96
OD0040871,O022585,P0029,1,3903408.0,0.0663,3644706.66,3313680.43,3313680.43,331026.23
OD0040872,O022586,P0058,3,13552253.55,0.0523,38530316.81,11809811.26,35429433.78,3100883.03
OD0040873,O022587,P0015,1,654411.37,0.1198,576018.51,554928.95,554928.95,21089.56
OD0040874,O022588,P0201,2,46159.95,0.1355,79811.39,32534.59,65069.18,14742.21
OD0040875,O022588,P0203,1,825474.29,0.0178,810748.55,540731.73,540731.73,270016.82
OD0040876,O022589,P0272,1,325282.76,0.0266,316621.9,252111.53,252111.53,64510.37
OD0040877,O022589,P0190,2,707157.81,0.0646,1323012.36,511918.33,1023836.66,299175.7
OD0040878,O022590,P0001,2,16166376.31,0.1397,27814741.96,14116262.75,28232525.5,-417783.54
OD0040879,O022591,P0170,1,79029.58,0.1208,69479.34,47074.69,47074.69,22404.65
OD0040880,O022592,P0190,1,731505.57,0.1474,623647.32,511918.33,511918.33,111728.99
OD0040881,O022593,P0156,2,100785.78,0.2183,157570.85,52483.34,104966.68,52604.17
OD0040882,O022594,P0004,1,793467.57,0.1458,677758.41,686327.13,686327.13,-8568.72
OD0040883,O022594,P0256,1,4489988.25,0.1554,3792192.95,3030055.77,3030055.77,762137.18
OD0040884,O022595,P0214,1,338751.6,0.1039,303564.82,196404.86,196404.86,107159.96
OD0040885,O022595,P0089,2,759877.48,0.1229,1333020.21,543656.95,1087313.9,245706.31
OD0040886,O022595,P0294,1,912457.15,0.0862,833786.89,660911.45,660911.45,172875.44
OD0040887,O022595,P0115,1,1574214.17,0.1182,1388095.78,1167377.86,1167377.86,220717.92
OD0040888,O022596,P0018,2,4580943.55,0.0713,8508488.68,3768223.33,7536446.66,972042.02
OD0040889,O022596,P0030,1,629990.73,0.1027,565277.18,575129.53,575129.53,-9852.35
OD0040890,O022596,P0163,1,563272.15,0.0344,543891.97,303317.6,303317.6,240574.37
OD0040891,O022597,P0141,1,198520.46,0.0578,187047.73,126690.48,126690.48,60357.25
OD0040892,O022597,P0094,2,9678114.03,0.0679,18041896.56,7017318.01,14034636.02,4007260.54
OD0040893,O022597,P0003,2,3061994.81,0.0405,5875663.0,2717012.25,5434024.5,441638.5
OD0040894,O022597,P0011,1,9354473.65,0.1342,8098706.55,8073668.5,8073668.5,25038.05
OD0040895,O022598,P0022,1,6466537.26,0.088,5897798.41,5494045.91,5494045.91,403752.5
OD0040896,O022599,P0048,1,915971.64,0.0455,874310.27,764468.52,764468.52,109841.75
OD0040897,O022599,P0271,1,1873618.56,0.0885,1707813.05,1480721.74,1480721.74,227091.31
OD0040898,O022600,P0002,5,1088529.47,0.1766,4481591.62,912026.12,4560130.6,-78538.98
OD0040899,O022601,P0095,2,310224.56,0.1543,524735.31,221275.44,442550.88,82184.43
OD0040900,O022601,P0289,1,334908.9,0.0619,314181.05,226083.62,226083.62,88097.43
OD0040901,O022602,P0014,3,1307061.85,0.1751,3234522.78,1089176.16,3267528.48,-33005.7
OD0040902,O022602,P0172,1,267920.07,0.0447,255935.54,170768.44,170768.44,85167.1
OD0040903,O022602,P0024,1,1131226.69,0.1185,997151.6,931317.33,931317.33,65834.27
OD0040904,O022602,P0229,4,319222.23,0.0973,1152611.61,236105.93,944423.72,208187.89
OD0040905,O022603,P0063,2,3962544.44,0.144,6783868.95,3195721.75,6391443.5,392425.45
OD0040906,O022603,P0097,1,4312068.41,0.1544,3646354.28,3390875.99,3390875.99,255478.29
OD0040907,O022603,P0287,1,2845666.11,0.1317,2470997.6,2024963.77,2024963.77,446033.83
OD0040908,O022603,P0290,2,1155737.93,0.0646,2162160.76,789200.84,1578401.68,583759.08
OD0040909,O022603,P0014,2,1276024.54,0.1605,2142555.37,1089176.16,2178352.32,-35796.95
OD0040910,O022604,P0104,3,108344.5,0.0649,303947.69,85545.09,256635.27,47312.42
OD0040911,O022605,P0125,1,57108.3,0.047,54422.02,30289.96,30289.96,24132.06
OD0040912,O022606,P0283,2,83493.16,0.0109,165161.84,62086.9,124173.8,40988.04
OD0040913,O022606,P0164,2,157796.7,0.0963,285210.93,106940.97,213881.94,71328.99
OD0040914,O022607,P0002,1,1081705.09,0.135,935629.54,912026.12,912026.12,23603.42
OD0040915,O022607,P0054,2,3673100.91,0.0996,6614674.01,3140735.19,6281470.38,333203.63
OD0040916,O022608,P0200,2,102880.66,0.1096,183209.26,72551.15,145102.3,38106.96
OD0040917,O022608,P0048,1,948122.26,0.1452,810480.03,764468.52,764468.52,46011.51
OD0040918,O022608,P0238,3,1152059.07,0.1156,3056713.33,835980.49,2507941.47,548771.86
OD0040919,O022608,P0077,1,289628.37,0.0204,283715.09,203600.42,203600.42,80114.67
OD0040920,O022608,P0204,1,153094.03,0.0435,146441.76,84564.05,84564.05,61877.71
OD0040921,O022609,P0112,6,758452.1,0.1858,3705210.83,537681.47,3226088.82,479122.01
OD0040922,O022609,P0300,10,1823854.45,0.1352,15772483.88,1273833.82,12738338.2,3034145.68
OD0040923,O022610,P0112,3,798273.54,0.1239,2097984.71,537681.47,1613044.41,484940.3
OD0040924,O022610,P0096,1,339575.41,0.1533,287508.75,237452.54,237452.54,50056.21
OD0040925,O022610,P0050,2,9060317.42,0.1423,15541224.18,7821205.87,15642411.74,-101187.56
OD0040926,O022611,P0187,4,229985.79,0.1608,772032.01,133695.36,534781.44,237250.57
OD0040927,O022612,P0224,4,53887.35,0.0619,202201.72,33948.11,135792.44,66409.28
OD0040928,O022613,P0010,4,976198.29,0.2159,3061596.6,837339.32,3349357.28,-287760.68
OD0040929,O022613,P0012,3,714704.9,0.2338,1642870.37,607117.74,1821353.22,-178482.85
OD0040930,O022614,P0122,2,1963486.61,0.0812,3608262.49,1032437.93,2064875.86,1543386.63
OD0040931,O022614,P0269,1,124635.82,0.0484,118605.42,81707.41,81707.41,36898.01
OD0040932,O022615,P0198,1,290710.58,0.124,254654.18,208583.48,208583.48,46070.7
OD0040933,O022616,P0058,1,13712086.03,0.102,12313076.35,11809811.26,11809811.26,503265.09
OD0040934,O022617,P0268,1,18863.89,0.1902,15275.9,14946.37,14946.37,329.53
OD0040935,O022618,P0013,4,676197.52,0.2023,2157671.07,586215.0,2344860.0,-187188.93
OD0040936,O022618,P0193,5,667242.91,0.229,2572136.83,479320.12,2396600.6,175536.23
OD0040937,O022618,P0216,5,131758.61,0.1923,532083.93,82727.87,413639.35,118444.58
OD0040938,O022619,P0032,2,6514772.25,0.1082,11620170.4,5492084.49,10984168.98,636001.42
OD0040939,O022620,P0096,2,332016.76,0.1297,577895.06,237452.54,474905.08,102989.98
OD0040940,O022621,P0089,6,737549.61,0.1541,3743194.96,543656.95,3261941.7,481253.26
OD0040941,O022622,P0112,1,797880.31,0.0591,750706.63,537681.47,537681.47,213025.16
OD0040942,O022622,P0143,2,2464187.2,0.0509,4677406.1,1613968.04,3227936.08,1449470.02
OD0040943,O022623,P0152,2,1304201.0,0.0694,2427439.78,741157.06,1482314.12,945125.66
OD0040944,O022623,P0027,1,4052249.17,0.0767,3741642.47,3683158.64,3683158.64,58483.83
OD0040945,O022623,P0294,1,876947.3,0.1426,751869.64,660911.45,660911.45,90958.19
OD0040946,O022624,P0201,1,45426.21,0.131,39477.42,32534.59,32534.59,6942.83
OD0040947,O022624,P0012,2,713376.44,0.1143,1263733.36,607117.74,1214235.48,49497.88
OD0040948,O022625,P0265,4,1562669.49,0.043,5981641.07,1139441.65,4557766.6,1423874.47
OD0040949,O022625,P0178,1,630743.36,0.1698,523666.7,344847.75,344847.75,178818.95
OD0040950,O022626,P0181,6,540555.48,0.138,2795698.82,380284.93,2281709.58,513989.24
OD0040951,O022627,P0066,1,1629546.64,0.0547,1540344.22,1446544.62,1446544.62,93799.6
OD0040952,O022627,P0254,1,2878242.56,0.069,2679642.3,1997287.4,1997287.4,682354.9
OD0040953,O022627,P0236,2,196788.25,0.0316,381131.8,129693.47,259386.94,121744.86
OD0040954,O022628,P0047,2,2570670.39,0.0965,4645182.25,2145450.53,4290901.06,354281.19
OD0040955,O022628,P0207,1,1740352.31,0.0849,1592627.03,1014198.14,1014198.14,578428.89
OD0040956,O022629,P0247,2,602524.46,0.1253,1054090.49,406466.01,812932.02,241158.47
OD0040957,O022629,P0085,3,3770697.77,0.1439,9683769.44,2868577.45,8605732.35,1078037.09
OD0040958,O022630,P0171,2,149657.69,0.0918,271834.64,77750.13,155500.26,116334.38
OD0040959,O022630,P0117,2,13257350.02,0.0692,24681131.77,9843143.02,19686286.04,4994845.73
OD0040960,O022631,P0211,4,1684076.49,0.0968,6084321.28,989693.92,3958775.68,2125545.6
OD0040961,O022632,P0046,2,1057239.75,0.1162,1868857.16,928136.74,1856273.48,12583.68
OD0040962,O022632,P0028,1,837859.82,0.1224,735281.24,699810.26,699810.26,35470.98
OD0040963,O022633,P0004,2,808618.67,0.0313,1566652.46,686327.13,1372654.26,193998.2
OD0040964,O022634,P0110,3,1057647.37,0.1253,2775276.36,693707.8,2081123.4,694152.96
OD0040965,O022635,P0180,1,567836.2,0.1041,508734.96,298964.45,298964.45,209770.51
OD0040966,O022636,P0158,4,2881286.51,0.2299,8875636.73,1745055.05,6980220.2,1895416.53
OD0040967,O022637,P0073,4,662227.58,0.2408,2010995.79,446121.84,1784487.36,226508.43
OD0040968,O022637,P0046,10,1052304.61,0.1646,8790899.49,928136.74,9281367.4,-490467.91
OD0040969,O022638,P0027,2,4153361.17,0.1299,7227843.08,3683158.64,7366317.28,-138474.2
OD0040970,O022639,P0300,3,1785195.66,0.2144,4207449.87,1273833.82,3821501.46,385948.41
OD0040971,O022639,P0028,8,815367.68,0.228,5035423.54,699810.26,5598482.08,-563058.54
OD0040972,O022639,P0059,5,4590425.98,0.2286,17704384.82,3953597.22,19767986.1,-2063601.28
OD0040973,O022640,P0144,1,100109.52,0.0573,94371.39,64670.8,64670.8,29700.59
OD0040974,O022641,P0282,1,845055.92,0.1363,729873.46,588495.41,588495.41,141378.05
OD0040975,O022641,P0236,2,193204.17,0.052,366311.12,129693.47,259386.94,106924.18
OD0040976,O022642,P0102,1,1930687.5,0.0776,1780826.32,1275290.32,1275290.32,505536.0
OD0040977,O022643,P0023,1,882024.59,0.0548,833680.49,761116.39,761116.39,72564.1
OD0040978,O022644,P0191,2,124826.33,0.0597,234745.07,85349.57,170699.14,64045.93
OD0040979,O022644,P0039,1,2030719.93,0.1106,1806159.63,1744454.31,1744454.31,61705.32
OD0040980,O022645,P0195,3,244086.66,0.1222,642770.84,163192.83,489578.49,153192.35
OD0040981,O022646,P0216,1,132809.47,0.1478,113174.96,82727.87,82727.87,30447.09
OD0040982,O022646,P0222,1,143377.84,0.1225,125813.43,97179.55,97179.55,28633.88
OD0040983,O022647,P0148,1,160101.62,0.0859,146342.2,85540.55,85540.55,60801.65
OD0040984,O022648,P0041,1,585749.84,0.0743,542228.28,536756.83,536756.83,5471.45
OD0040985,O022649,P0209,2,1801391.32,0.0982,3248984.37,1040334.51,2080669.02,1168315.35
OD0040986,O022649,P0264,2,976938.58,0.067,1823044.55,797742.73,1595485.46,227559.09
OD0040987,O022649,P0293,1,1969614.1,0.075,1821893.52,1476010.05,1476010.05,345883.47
OD0040988,O022650,P0044,2,10788027.34,0.1513,18311636.21,9619558.06,19239116.12,-927479.91
OD0040989,O022650,P0046,1,1085603.6,0.129,945516.99,928136.74,928136.74,17380.25
OD0040990,O022651,P0107,3,3486032.97,0.1287,9112354.87,2296983.22,6890949.66,2221405.21
OD0040991,O022651,P0300,5,1822155.05,0.1274,7950057.35,1273833.82,6369169.1,1580888.25
OD0040992,O022652,P0256,2,4606996.34,0.1792,7563104.13,3030055.77,6060111.54,1502992.59
OD0040993,O022652,P0053,3,522383.51,0.2443,1184244.11,470537.19,1411611.57,-227367.46
OD0040994,O022653,P0267,1,26345.28,0.0606,24749.16,18015.57,18015.57,6733.59
OD0040995,O022653,P0289,2,336995.34,0.0587,634402.74,226083.62,452167.24,182235.5
OD0040996,O022654,P0298,1,210592.32,0.1201,185290.48,147591.05,147591.05,37699.43
OD0040997,O022654,P0019,1,2008387.95,0.1241,1759241.52,1752706.76,1752706.76,6534.76
OD0040998,O022655,P0077,2,286061.49,0.1062,511376.5,203600.42,407200.84,104175.66
OD0040999,O022656,P0072,1,221970.63,0.0668,207149.63,163208.98,163208.98,43940.65
OD0041000,O022657,P0145,1,1679991.44,0.0659,1569358.71,1054418.05,1054418.05,514940.66
OD0041001,O022658,P0122,1,2051298.12,0.0881,1870652.96,1032437.93,1032437.93,838215.03
OD0041002,O022658,P0173,1,1943133.9,0.1244,1701495.92,1150186.66,1150186.66,551309.26
OD0041003,O022659,P0175,1,536565.61,0.0743,496691.8,368182.29,368182.29,128509.51
OD0041004,O022659,P0221,2,247857.17,0.0099,490824.29,150237.21,300474.42,190349.87
OD0041005,O022659,P0205,2,1164057.94,0.1033,2087701.51,717911.05,1435822.1,651879.41
OD0041006,O022660,P0138,2,2124809.92,0.2159,3331989.09,1417401.98,2834803.96,497185.13
OD0041007,O022661,P0251,1,403022.79,0.056,380455.58,305351.85,305351.85,75103.73
OD0041008,O022662,P0027,1,4224592.06,0.0005,4222573.34,3683158.64,3683158.64,539414.7
OD0041009,O022662,P0152,2,1342809.76,0.0366,2587416.39,741157.06,1482314.12,1105102.27
OD0041010,O022663,P0170,3,75969.83,0.1684,189540.34,47074.69,141224.07,48316.27
OD0041011,O022664,P0001,1,16424005.22,0.0986,14804423.26,14116262.75,14116262.75,688160.51
OD0041012,O022665,P0023,8,878989.12,0.1592,5912338.62,761116.39,6088931.12,-176592.5
OD0041013,O022665,P0211,2,1673838.17,0.1713,2774385.65,989693.92,1979387.84,794997.81
OD0041014,O022665,P0123,5,222023.46,0.2488,833973.68,119940.33,599701.65,234272.03
OD0041015,O022666,P0034,2,5641635.03,0.0371,10864691.87,4726764.33,9453528.66,1411163.21
OD0041016,O022666,P0253,1,2727938.52,0.1347,2360596.0,1866730.12,1866730.12,493865.88
OD0041017,O022666,P0289,1,340252.49,0.1374,293496.9,226083.62,226083.62,67413.28
OD0041018,O022667,P0269,3,126606.2,0.1451,324722.39,81707.41,245122.23,79600.16
OD0041019,O022667,P0294,4,916114.61,0.1757,3020447.82,660911.45,2643645.8,376802.02
OD0041020,O022668,P0172,2,272712.7,0.0583,513648.33,170768.44,341536.88,172111.45
OD0041021,O022669,P0006,1,10252754.62,0.1192,9030483.22,8118987.55,8118987.55,911495.67
OD0041022,O022670,P0084,1,1956301.61,0.013,1930949.59,1488769.41,1488769.41,442180.18
OD0041023,O022670,P0059,1,4690731.84,0.0602,4408370.14,3953597.22,3953597.22,454772.92
OD0041024,O022670,P0238,1,1115331.91,0.0742,1032567.03,835980.49,835980.49,196586.54
OD0041025,O022670,P0060,1,4426746.53,0.0675,4127989.99,3715047.81,3715047.81,412942.18
OD0041026,O022670,P0140,1,209848.11,0.0777,193540.36,148969.08,148969.08,44571.28
OD0041027,O022671,P0034,5,5623009.83,0.1684,23379907.72,4726764.33,23633821.65,-253913.93
OD0041028,O022672,P0177,5,1773141.79,0.1848,7227060.29,1190024.47,5950122.35,1276937.94
